movie_id,title,content,poster_path
1852,World Trade Center,"on september, 11th 2001, after the terrorist attack to the world trade center, the building collapses over the rescue team from the port authority police department. will jimeno and his sergeant john mcloughlin are found alive trapped under the wreckage while the rescue teams fight to save them. drama history thriller terror runaway alarm_clock hero firemen fire_engine war_on_terror rescue marine hospital trapped rubble rescue_team nicolas_cage maria_bello maggie_gyllenhaal oliver_stone",
11820,Mona Lisa Smile,"the story of katherine ann watson, a feminist teacher who studied at ucla graduate school and in 1953 left her boyfriend behind in los angeles, california to teach at wellesley college, a conservative women's private liberal arts college in massachusetts, united states. drama romance faculty art_history rowing school_nurse femininity teacher_hero womens_issues julia_roberts kirsten_dunst julia_stiles mike_newell",
76493,The Dictator,the heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed. comedy kurdish sacha_baron_cohen sayed_badreya aasif_mandvi larry_charles,
345,Eyes Wide Shut,"after dr. bill hartford's wife, alice, admits to having sexual fantasies about a man she met, bill becomes obsessed with having a sexual encounter. he discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head. mystery drama life_and_death sexual_obsession free_love heterosexual christmas_party eroticism orgy masked_ball marijuana illegal_prostitution tom_cruise nicole_kidman madison_eginton stanley_kubrick",
196867,Annie,"ever since her parents left her as a baby, little annie has led a hard-knock life with her calculating foster mother, miss hannigan. however, all that changes when hard-nosed billionaire and mayoral candidate will stacks takes her in on the recommendation of his advisers. stacks believes that he's annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that annie will save will instead. comedy drama family musical orphan foster_child quvenzhané_wallis jamie_foxx rose_byrne will_gluck",
256591,Focus,"nicky, a veteran con artist, takes a novice named jess under his wing. while nicky teaches jess the tricks of the trade, the pair become romantically involved; but, when jess gets uncomfortably close, nicky ends their relationship. three years later, nicky is in buenos aires working a very dangerous scheme when jess -- now an accomplished femme fatale -- unexpectedly shows up. her appearance throws nicky for a loop at a time when he cannot afford to be off his game. romance comedy crime drama seduction con_man femme_fatale deception rivalry con_artist will_smith margot_robbie rodrigo_santoro glenn_ficarra",
59962,This Means War,two top cia operatives wage an epic battle against one another after they discover they are dating the same woman. action comedy romance love_triangle friendship dating sushi_bar exploding_airplane online_dating stable karate_class dog_shelter reese_witherspoon chris_pine tom_hardy mcg,
36648,Blade: Trinity,"for years, blade has fought against the vampires in the cover of the night. but now, after falling into the crosshairs of the fbi, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - the nightstalkers. together with abigail and hannibal, two deftly trained nightstalkers, blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, dracula. science_fiction action horror thriller adventure fantasy fbi dracula fistfight vampire_hunter superhero based_on_comic_book martial_arts_master motorcycle katana_sword blade loss_of_friend super_villain vampire_slayer fast_motion_scene female_vampire wesley_snipes kris_kristofferson dominic_purcell david_s._goyer",
1880,Red Dawn,"it is the mid-1980s. from out of the sky, soviet and cuban troops begin landing on the football field of a colorado high school. in seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and soviet kgb patrols hunting for them. action thriller guerrilla colorado invasion anti-communism near_future red_army patrick_swayze c._thomas_howell lea_thompson john_milius",
9440,Primary Colors,"in this adaptation of the best-selling roman à clef about bill clinton's 1992 run for the white house, the young and gifted henry burton is tapped to oversee the presidential campaign of governor jack stanton. burton is pulled into the politician's colorful world and looks on as stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, susan, and an outspoken adviser, richard jemmons. comedy drama white_house usa_president presidential_election scandal george_w._bush extramarital_affair john_travolta emma_thompson billy_bob_thornton mike_nichols",
71679,Resident Evil: Retribution,"the umbrella corporation’s deadly t-virus continues to ravage the earth, transforming the global population into legions of the flesh eating undead. the human race’s last and only hope, alice, awakens in the heart of umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. without a safe haven, alice continues to hunt those responsible for the outbreak; a chase that takes her from tokyo to new york, washington, d.c. and moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. aided by new found allies and familiar friends, alice must fight to survive long enough to escape a hostile world on the brink of oblivion. the countdown has begun. action horror science_fiction mutant dystopia sequel conspiracy tokyo_japan zombie based_on_video_game moscow hand_to_hand_combat virus plague pandemic mega_corporation milla_jovovich sienna_guillory michelle_rodriguez paul_w.s._anderson",
10483,Death Race,"terminal island, new york: 2020. overcrowding in the us penal system has reached a breaking point. prisons have been turned over to a monolithic weyland corporation, which sees jails full of thugs as an opportunity for televised sport. adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'death race', the biggest, most brutal event. action thriller science_fiction car_race dystopia matter_of_life_and_death prison_guard car_set_on_fire escape_from_prison exploding_building vehicle_combat car_crash violence jason_statham joan_allen ian_mcshane paul_w.s._anderson",
11412,The Long Kiss Goodnight,"samantha caine, suburban homemaker, is the ideal mom to her 8 year old daughter caitlin. she lives in honesdale, pa, has a job teaching school and makes the best rice krispie treats in town. but when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent crime action mystery thriller assassination amnesia hostage chase dark_comedy teacher escape single_mother timebomb candlelight_vigil rogue_agent street_shootout ex_cia_agent christmas_parade geena_davis samuel_l._jackson yvonne_zima renny_harlin",
11983,Proof of Life,"alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in south america. action adventure drama romance thriller hostage new_love suspense agent meg_ryan russell_crowe david_morse taylor_hackford",
6795,Zathura: A Space Adventure,"after their father is called into work, two young boys, walter and danny, are left in the care of their teenage sister, lisa, and told they must stay inside. walter and danny, who anticipate a boring day, are shocked when they begin playing zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. with the help of an astronaut, the boys attempt to return home. family fantasy science_fiction adventure adventure house alien giant_robot outer_space astronaut jonah_bobo josh_hutcherson dax_shepard jon_favreau",
550,Fight Club,"a ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion. drama support_group dual_identity nihilism rage_and_hate insomnia dystopia violence edward_norton brad_pitt meat_loaf david_fincher",
11170,We Are Marshall,"when a plane crash claims the lives of members of the marshall university football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive. drama american_football 1970s trainer college sport matthew_mcconaughey matthew_fox anthony_mackie mcg",
9292,Hudson Hawk,"eddie hawkins, called hudson hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. but then the crazy mayflower couple blackmail him to steal some of the works of leonardo da vinci. if he refuses, they threaten to kill his friend tommy. action adventure comedy vatican leonardo_da_vinci painting master_thief bruce_willis danny_aiello andie_macdowell michael_lehmann",
10783,Lucky Numbers,"russ richards is a tv weatherman and local celebrity on the verge of losing his shirt. desperate to escape financial ruin, he schemes with crystal the tv station's lotto ball girl to rig the state lottery drawing. the numbers come up right, but everything else goes wrong as the plan starts to unravel and the game turns rough. action adventure comedy crime romance thriller weather_forecast tv_station weather lottery wettermann debt woman_director john_travolta lisa_kudrow tim_roth nora_ephron",
100241,"I, Frankenstein","200 years after his shocking creation, dr. frankenstein's creature, adam, still walks the earth. but when he finds himself in the middle of a war over the fate of humanity, adam discovers he holds the key that could destroy humankind. horror thriller soul queen anti_hero fantasy prince supernatural frankenstein good_vs_evil gargoyles fighting demon dark imax 3d aaron_eckhart yvonne_strahovski bill_nighy stuart_beattie",
257,Oliver Twist,"oliver twist the modern filmed version of charles dickens bestseller, a roman polanski adaptation. the classic dickens tale, where an orphan meets a pickpocket on the streets of london. from there, he joins a household of boys who are trained to steal for their master. crime drama family london_england child_abuse street_gang runaway child_labour children's_home orphanage thief violence good_and_bad child barney_clark ben_kingsley jamie_foreman roman_polanski",
9947,Elektra,"elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins. action fantasy martial_arts based_on_comic_book female_assassin spin_off jennifer_garner goran_visnjic will_yun_lee rob_bowman",
189,Sin City: A Dame to Kill For,some of sin city's most hard-boiled citizens cross paths with a few of its more reviled inhabitants. crime thriller detective dystopia dominatrix murder suspense twins based_on_graphic_novel dark_horse_comics neo-noir 3d mickey_rourke jessica_alba josh_brolin robert_rodriguez,
12618,Random Hearts,after the death of their loved ones in a tragic plane crash 'harrison ford' and kristin scott thomas find each others keys in each others loved ones posessions and realize that they were having an affair and must figure out all the details. written by andy heitzthe wife of police sergeant dutch van den broek and the husband of politician kay chandler are killed in a plane crash. now dutch discovers some anomalies in what he told her before she left and discovers that she and chandler's husband were travelling together. dutch then goes to chandler and tells her that he suspects that they were having an affair. he tells her that he wants to know the truth; she tells him that she doesn't but she later joins him and they grow close. drama romance infidelity politician airplane_crash death death_of_husband police_sergeant death_of_wife harrison_ford kristin_scott_thomas charles_s._dutton sydney_pollack,
253412,Everest,"inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival. adventure drama mountains snow_storm hiking climbing snow death blizzard mountain_climbing based_on_true_events mount_everest 3d jason_clarke jake_gyllenhaal josh_brolin baltasar_kormákur",
1427,Perfume: The Story of a Murderer,"jean-baptiste grenouille, born in the stench of 18th century paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. however, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume. crime fantasy drama paris female_nudity prostitute small_town obsession orgy bad_smell nudity lone_wolf lavender nose child_prodigy fish_market daughter supernatural genius children's_home death perfume ben_whishaw simon_chandler david_calder tom_tykwer",
818,Austin Powers in Goldmember,"the world's most shagadelic spy continues his fight against dr. evil. this time, the diabolical doctor and his clone, mini-me, team up with a new foe -- '70s kingpin goldmember. while pursuing the team of villains to stop them from world domination, austin gets help from his dad and an old girlfriend. comedy crime science_fiction saving_the_world submarine brother_brother_relationship clone spy helicopter gold submachine_gun asteroid undercover belgium dutch car_journey nightclub laser sumo_ringer family_history auto clowning overweight_man conciliation james_bond_spoof duringcreditsstinger mike_myers beyoncé_knowles seth_green jay_roach",
16577,Astro Boy,"set in futuristic metro city, astro boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save metro city and reconcile with the father who had rejected him. animation action family science_fiction superhero nicolas_cage kristen_bell bill_nighy david_bowers",
329,Jurassic Park,"a wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric dna. before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. however, the park is anything but amusing as the security systems go off-line and the dinosaurs escape. adventure science_fiction exotic_island dna paleontology tyrannosaurus_rex triceratops brontosaurus electric_fence island dinosaur amusement_park theme_park jurassic_park sam_neill laura_dern jeff_goldblum steven_spielberg",
12160,Wyatt Earp,"covering the life and times of one of the west's most iconic heroes wyatt earp weaves an intricate tale of earp and his friends and family. with a star studded cast, sweeping cinematography and authentic costumes wyatt earp led the way during the western revival in the 90's. drama action western gunslinger gambling sheriff deputy_sheriff wretch wyatt_earp historical_figure doc_holliday kevin_costner dennis_quaid gene_hackman lawrence_kasdan",
9331,Clear and Present Danger,cia analyst jack ryan is drawn into an illegal war fought by the us government against a colombian drug cartel. action drama thriller assassination spy ambush cia helicopter based_on_novel usa_president sniper fbi colombia drug_traffic bomber mission_of_murder mercenary insurgence coast_guard spying war car_bomb drug_cartel conspiracy shootout infantry violence jack_ryan political_cover-up harrison_ford willem_dafoe anne_archer phillip_noyce,
300168,Dragon Blade,"huo an, the commander of the protection squad of the western regions, was framed by evil forces and becomes enslaved. on the other hand, a roman general escapes to china after rescuing the prince. the heroic duo meet in the western desert and a thrilling story unfolds. action drama adventure  jackie_chan john_cusack adrien_brody daniel_lee",
9072,Little Man,"after leaving the prison, the dwarf criminal calvin sims joins to his moron brother percy to steal an expensive huge diamond in a jewelry for the mobster walken. they are chased by the police, and calvin hides the stone in the purse of the executive vanessa edwards, whose husband darryl edwards wants to have a baby. percy convinces calvin to dress like a baby and be left in front of the edwards's house to get inside the house and retrieve the diamond. darryl and vanessa keep calvin for the weekend and decide to adopt him, while walken threatens darryl to get the stone back. comedy crime baby adoption married_couple small_person criminal marlon_wayans shawn_wayans kerry_washington keenen_ivory_wayans",
3536,U-571,"in the midst of world war ii, the battle under the sea rages and the nazis have the upper hand as the allies are unable to crack their war codes. however, after a wrecked u-boat sends out an sos signal, the allies realise this is their chance to seize the 'enigma coding machine'. action drama thriller war submarine world_war_ii north_atlantic mission matthew_mcconaughey bill_paxton harvey_keitel jonathan_mostow",
9087,The American President,"widowed u.s. president andrew shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is sydney ellen wade, a washington lobbyist. but shepherd's attempts at courting her spark wild rumors and decimate his approval ratings. comedy drama romance white_house usa_president new_love widower wildlife_conservation michael_douglas annette_bening michael_j._fox rob_reiner",
12177,The Love Guru,"born in america and raised in an indian ashram, pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. his skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the stanley cup. comedy romance sport ice_hockey guru comedy bollywood india spiritualist broken_heart self-help stanley_cup chastity ashram expert mike_myers jessica_alba justin_timberlake marco_schnabel",
12138,3000 Miles to Graceland,"it was an ingenious enough plan: rob the riviera casino's count room during an elvis impersonator convention. but thomas murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con michael zane. with $3.2 million at stake, the marshals service closing in, michael must track down murphy. action adventure comedy thriller crime casino submachine_gun hold-up_robbery elvis reference_to_elvis_presley duringcreditsstinger kurt_russell kevin_costner courteney_cox demian_lichtenstein",
273248,The Hateful Eight,bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception. crime drama mystery western bounty_hunter wyoming mountains narration hangman stagecoach blizzard post_civil_war samuel_l._jackson kurt_russell jennifer_jason_leigh quentin_tarantino,
9955,Blades of Glory,"when a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team. action comedy drama competition olympic_games sport rivalry ice_skating will_ferrell jon_heder will_arnett josh_gordon",
50359,Hop,"e.b., the easter bunny's teenage son, heads to hollywood, determined to become a drummer in a rock 'n' roll band. in la, he's taken in by fred after the out-of-work slacker hits e.b. with his car. animation comedy family coup_d'etat slacker easter easter_bunny aftercreditsstinger live_action_and_animation russell_brand james_marsden kaley_cuoco tim_hill",
1271,300,"based on frank miller's graphic novel, ""300"" is very loosely based the 480 b.c. battle of thermopylae, where the king of sparta led his army against the advancing persians; the battle is said to have inspired all of greece to band together against the persians, and helped usher in the world's first democracy. action adventure war evisceration javelin shield army fall_from_height ancient_world s.a.t. minions gerard_butler lena_headey dominic_west zack_snyder",
693,Meet the Fockers,"hard-to-crack ex-cia man, jack byrnes and his wife, dina head for the warmer climes of florida to meet son-in-law-to-be, greg focker's parents. unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract. comedy romance cia parents_kids_relationship florida anti-authoritarian_upbringing jew parents-in-law orderly just_married sex_therapy bad_father-in-law family illegitimate_son ben_stiller teri_polo robert_de_niro jay_roach",
14306,Marley & Me,"a newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, marley. packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog. comedy family journalist based_on_novel puppy dog duringcreditsstinger columnist animal_lead owen_wilson jennifer_aniston eric_dane david_frankel",
497,The Green Mile,"a supernatural tale set on death row in a southern prison, where gentle giant john coffey possesses the mysterious power to heal people's ailments. when the cellblock's head guard, paul edgecomb, recognizes coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution. fantasy drama crime southern_usa black_people mentally_disabled based_on_novel heal death_row jail_guard great_depression prison_guard electric_chair magic_realism healing death_row_inmate 1930s tom_hanks michael_clarke_duncan david_morse frank_darabont",
11199,Wild Hogs,"restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. but complications ensue when they cross paths with an intimidating band of new mexico bikers known as the del fuegos. action adventure comedy midlife_crisis road_trip politically_incorrect motorcycle_gang biker_film awkwardness travel_writer middle_age middle_aged_man tim_allen john_travolta martin_lawrence walt_becker",
9982,Chicken Little,"when the sky really is falling and sanity has flown the coop, who will rise to save the day? together with his hysterical band of misfit friends, chicken little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken. animation family comedy fish small_town space_marine chicken alien best_friend alien_invasion animal duringcreditsstinger 3d zach_braff joan_cusack dan_molina mark_dindal",
210577,Gone Girl,"with his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent. mystery thriller drama based_on_novel marriage_crisis disappearance cheating_husband missing_person search_party criminal_lawyer wife_murder murder_suspect missing_wife ben_affleck rosamund_pike carrie_coon david_fincher",
2501,The Bourne Identity,"wounded to the brink of death and suffering from amnesia, jason bourne is rescued at sea by a fisherman. with nothing to go on but a swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. however, bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for? action drama mystery thriller paris barcelona_spain assassin based_on_novel secret_identity amnesia sniper passport mission_of_murder lovers escape shootout foot_chase cell_phone car_chase multiple_identities surveillance_camera hamburg_germany fishing_boat langley_virginia safe_deposit_box flashback hand_to_hand_combat matt_damon franka_potente chris_cooper doug_liman",
710,GoldenEye,james bond must unmask the mysterious head of the janus syndicate and prevent the leader from utilizing the goldeneye weapons system to inflict devastating revenge on britain. adventure action thriller cuba falsely_accused secret_identity computer_virus secret_base secret_intelligence_service kgb satellite special_car cossack electromagnetic_pulse time_bomb st._petersburg_russia ejection_seat red_army pierce_brosnan sean_bean izabella_scorupco martin_campbell,
2275,The General's Daughter,"when the body of army capt. elizabeth campbell is found on a georgia military base, two investigators, warrant officers paul brenner and sara sunhill, are ordered to solve her murder. what they uncover is anything but clear-cut. unseemly details emerge about campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, lt. gen. joseph campbell. crime drama mystery thriller suicide detective based_on_novel bondage general paranoia nudity u.s._army investigation politics cover-up murder betrayal conspiracy gang_rape father_daughter_relationship videotape military_law john_travolta madeleine_stowe james_cromwell simon_west",
37165,The Truman Show,"truman burbank is the star of ""the truman show"", a 24-hour-a-day ""reality"" tv show that broadcasts every aspect of his life -- live and in color -- without his knowledge. his entire life has been an unending soap opera for consumption by the rest of the world. and everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life. comedy drama claustrophobia hidden_camera dystopia reality_show make_believe pretend jim_carrey laura_linney noah_emmerich peter_weir",
9837,The Prince of Egypt,"this is the extraordinary tale of two brothers named moses and ramses, one born of royal blood, and one an orphan with a secret past. growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. but the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! their final confrontation will forever change their lives and the world. adventure animation drama family music moses egypt pyramid exodus kingdom governance ancient_egypt hebrew pharaoh woman_director val_kilmer ralph_fiennes patrick_stewart simon_wells",
10708,Daddy Day Care,"two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center. comedy family competition success kindergarten children unemployment eddie_murphy jeff_garlin steve_zahn steve_carr",
136400,2 Guns,a dea agent and an undercover naval intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from. action comedy crime undercover undercover_agent based_on_comic_book money fugitive bank_robbery dea_agent denzel_washington mark_wahlberg paula_patton baltasar_kormákur,
10992,Cats & Dogs,"when a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. the fur flies as the feline faction, led by mr. tinkles, squares off against wide-eyed puppy lou and his canine cohorts. comedy family fight governance puppy allergy 3d jeff_goldblum elizabeth_perkins alexander_pollock lawrence_guterman",
9654,The Italian Job,"charlie croker pulled off the crime of a lifetime. the one thing that he didn't plan on was being double-crossed. along with a drop-dead gorgeous safecracker, croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of los angeles. action crime venice california train_station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double_crossed fast_cars boat_chase los_angeles explosion convict father_daughter_relationship car_chase tv_news hollywood_sign television_repair mini_cooper mark_wahlberg charlize_theron edward_norton f._gary_gray",
2642,Two Weeks Notice,"dedicated environmental lawyer lucy kelson goes to work for billionaire george wade as part of a deal to preserve a community center. indecisive and weak-willed george grows dependent on lucy's guidance on everything from legal matters to clothing. exasperated, lucy gives notice and picks harvard graduate june carter as her replacement. as lucy's time at the firm nears an end, she grows jealous of june and has second thoughts about leaving george. romance comedy new_york parish_hall romantic_comedy lawyer billionaire environmental_law sandra_bullock hugh_grant alicia_witt marc_lawrence",
8916,Antz,"in this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. signing up to march in a parade, he ends up under the command of a bloodthirsty general. but he's actually been enlisted to fight against a termite army. adventure animation comedy family general hero worker ant work assignment war princess soldier individuality friend woody_allen dan_aykroyd anne_bancroft eric_darnell",
19899,Couples Retreat,"four couples, all friends, descend on a tropical island resort. though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. they soon find, however, that paradise comes at a price: participation in couples therapy sessions is mandatory. what started out as a cut-rate vacation turns into an examination of the common problems many face. comedy romance island married_couple yoga tahiti couples_therapy beautiful_woman tropical aftercreditsstinger duringcreditsstinger french_polynesia polynésie_française vince_vaughn malin_åkerman jason_bateman peter_billingsley",
2119,Days of Thunder,"talented but unproven stock car driver cole trickle gets a break and with the guidance of veteran harry hogge turns heads on the track. the young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. but with the help of his doctor, cole just might overcome his injuries-- and his fear. adventure stock-car-race daytona car_crash tom_cruise robert_duvall nicole_kidman tony_scott",
9641,Cheaper by the Dozen 2,"steve martin and bonnie hunt return as heads of the baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by eugene levy, comedy holiday lake big_family father labor_pain rivalry family_holiday steve_martin eugene_levy bonnie_hunt adam_shankman",
294254,Maze Runner: The Scorch Trials,"thomas and his fellow gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as wckd. their journey takes them to the scorch, a desolate landscape filled with unimaginable obstacles. teaming up with resistance fighters, the gladers take on wckd’s vastly superior forces and uncover its shocking plans for them all. action based_on_novel resistance maze post-apocalyptic dystopia infection on_the_run escape zombie storm disease desert sewer antidote corporation virus runner city_ruin immunity dylan_o'brien kaya_scodelario thomas_brodie-sangster wes_ball",
38167,Eat Pray Love,"liz gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. newly divorced and at a crossroads, gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. in her travels, she discovers the true pleasure of nourishment by eating in italy, the power of prayer in india and, finally and unexpectedly, the inner peace and balance of true love in bali. drama indonesia female_protagonist india divorce bali julia_roberts james_franco javier_bardem ryan_murphy",
5994,The Family Man,"jack's lavish, fast-paced lifestyle changes one christmas night when he stumbles into a grocery store holdup and disarms the gunman. the next morning he wakes up in bed lying next to kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. as he stumbles through this alternate suburban universe, jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves. comedy drama romance fantasy workaholic second_chance guardian_angel christmas career_vs_family life_reprioritizing nicolas_cage téa_leoni don_cheadle brett_ratner",
39514,RED,"when his peaceful life is threatened by a high-tech assassin, former black-ops agent, frank moses reassembles his old team in a last ditch effort to survive and uncover his assailants. action adventure comedy crime thriller cia retirement shot_to_death sniper_rifle retired female_spy alarm bruce_willis john_malkovich helen_mirren robert_schwentke",
9563,Any Given Sunday,a star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. the unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. a new co-owner/president adds to the pressure of winning. the new owner must prove her self in a male dominated world. drama american_football trainer training american_football_coach sport american_football_stadium al_pacino cameron_diaz dennis_quaid oliver_stone,
547,The Horse Whisperer,"based on the novel by the same name from nicholas evans, the talented robert redford presents this meditative family drama set in the country side. redford not only directs but also stars in the roll of a cowboy with a magical talent for healing. drama romance love_triangle new_york montana attachment_to_nature confidence horseback_riding horse riding_accident career_woman ranch horse_whisperer trauma country_life marriage_crisis crisis travel mother_daughter_relationship animal nature robert_redford kristin_scott_thomas sam_neill robert_redford",
1538,Collateral,cab driver max picks up a man who offers him $600 to drive him around. but the promise of easy money sours when max realizes his fare is an assassin. drama crime thriller california taxi assassin hostage taxi_driver fbi hitman police los_angeles murderer crime criminal gun_violence tom_cruise jamie_foxx jada_pinkett_smith michael_mann,
9334,The Scorpion King,"in ancient egypt, peasant mathayus is hired to exact revenge on the powerful memnon and the sorceress cassandra, who are ready to overtake balthazar's village. amid betrayals, thieves, abductions and more, mathayus strives to bring justice to his complicated world. action fantasy adventure egypt temple dwayne_johnson kelly_hu michael_clarke_duncan chuck_russell",
11128,Ladder 49,"under the watchful eye of his mentor, captain mike kennedy, probationary firefighter jack morrison matures into a seasoned veteran at a baltimore fire station. however, jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids. drama action thriller ledge practical_joke joaquin_phoenix john_travolta jacinda_barrett jay_russell",
75780,Jack Reacher,"in an innocent heartland city, five are shot dead by an expert sniper. the police quickly identify and arrest the culprit, and build a slam-dunk case. but the accused man claims he's innocent and says ""get jack reacher."" reacher himself sees the news report and turns up in the city. the defense is immensely relieved, but reacher has come to bury the guy. shocked at the accused's request, reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for. crime drama thriller based_on_novel sniper investigation police quarry tom_cruise rosamund_pike richard_jenkins christopher_mcquarrie",
8914,Deep Blue Sea,"on a remote former submarine refueling facility called aquatica, a team of scientists are searching for a cure for alzheimer's disease. dr. susan mcalester genetically engineers three mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for alzheimer's. unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility. action science_fiction thriller shark_attack shark alzheimer's_disease killer_shark no_opening_credits thomas_jane saffron_burrows ll_cool_j renny_harlin",
13576,This Is It,"a compilation of interviews, rehearsals and backstage footage of michael jackson as he prepared for his series of sold-out shows in london. music documentary pop_star music concert aftercreditsstinger duringcreditsstinger michael_jackson orianthi kenny_ortega kenny_ortega",
39538,Contagion,"as an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. drama thriller science_fiction saving_the_world mutation infection terminal_illness quarantine outbreak medical vaccine lethal_virus scientist epidemic matt_damon gwyneth_paltrow kate_winslet steven_soderbergh",
10628,Kangaroo Jack,"two childhood friends, a new york hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to australia, but things go all wrong when the money is lost to a wild kangaroo. comedy adventure crime money_delivery fool australia hoodlum kangaroo jerry_o'connell anthony_anderson estella_warren david_mcnally",
